customer_id,time_period,after,treatment_group,sales
412,4,0,control,5.24
114,4,0,control,4.83
379,4,0,control,0
346,4,0,control,6.89
313,4,0,control,0
810,4,0,treatment,10.9
545,4,0,treatment,6.05
512,4,0,treatment,0
976,4,0,treatment,0
943,4,0,treatment,3.13
678,4,0,treatment,0
413,4,0,control,0
115,4,0,control,0.02
380,4,0,control,0
347,4,0,control,8.16
314,4,0,control,4.49
811,4,0,treatment,1.6
546,4,0,treatment,6.28
513,4,0,treatment,3.71
977,4,0,treatment,8.39
944,4,0,treatment,4.61
679,4,0,treatment,0.47
414,4,0,control,0
116,4,0,control,5.82
381,4,0,control,0
348,4,0,control,1.55
315,4,0,control,0
812,4,0,treatment,5.2
547,4,0,treatment,0.04
514,4,0,treatment,3.93
978,4,0,treatment,4.8
945,4,0,treatment,7.94
680,4,0,treatment,5.14
415,4,0,control,0
117,4,0,control,3.87
382,4,0,control,4.62
349,4,0,control,2.85
316,4,0,control,1.73
813,4,0,treatment,0
548,4,0,treatment,6.2
515,4,0,treatment,1.58
979,4,0,treatment,5.7
946,4,0,treatment,0
681,4,0,treatment,0
416,4,0,control,0
118,4,0,control,0
383,4,0,control,0
350,4,0,control,0
317,4,0,control,4.77
814,4,0,treatment,9.82
549,4,0,treatment,5.92
516,4,0,treatment,5.12
980,4,0,treatment,2.71
947,4,0,treatment,3.36
682,4,0,treatment,0
417,4,0,control,2.56
119,4,0,control,2.19
384,4,0,control,0
351,4,0,control,2
318,4,0,control,1.85
815,4,0,treatment,8.32
550,4,0,treatment,8.43
517,4,0,treatment,0
981,4,0,treatment,0
948,4,0,treatment,10.69
683,4,0,treatment,1.98
418,4,0,control,0.17
120,4,0,control,9.96
385,4,0,control,1.81
352,4,0,control,9.78
319,4,0,control,6.53
816,4,0,treatment,4.65
551,4,0,treatment,5.41
518,4,0,treatment,0
982,4,0,treatment,10.67
949,4,0,treatment,17.62
684,4,0,treatment,0
419,4,0,control,0
121,4,0,control,0
386,4,0,control,4.5
353,4,0,control,3.95
320,4,0,control,0
817,4,0,treatment,6.38
552,4,0,treatment,12.76
519,4,0,treatment,3.89
983,4,0,treatment,14.89
950,4,0,treatment,0
685,4,0,treatment,12.6
420,4,0,control,0
122,4,0,control,3.94
387,4,0,control,5.55
354,4,0,control,2.41
321,4,0,control,0
818,4,0,treatment,4.22
553,4,0,treatment,0
520,4,0,treatment,4.41
984,4,0,treatment,5.26
951,4,0,treatment,7.28
686,4,0,treatment,0.89
421,4,0,control,2.61
123,4,0,control,4.89
388,4,0,control,4.19
355,4,0,control,2.33
322,4,0,control,13.57
819,4,0,treatment,4.32
554,4,0,treatment,0
521,4,0,treatment,0
985,4,0,treatment,0
952,4,0,treatment,5.54
687,4,0,treatment,6.73
422,4,0,control,0
124,4,0,control,6.29
389,4,0,control,10.57
356,4,0,control,5.38
323,4,0,control,3.24
820,4,0,treatment,0
555,4,0,treatment,12.98
522,4,0,treatment,8.98
986,4,0,treatment,0
953,4,0,treatment,5.9
688,4,0,treatment,4.67
423,4,0,control,0
125,4,0,control,1.95
390,4,0,control,4.01
357,4,0,control,0
324,4,0,control,12.36
821,4,0,treatment,0
556,4,0,treatment,2.77
523,4,0,treatment,0.13
987,4,0,treatment,8.46
954,4,0,treatment,8.95
689,4,0,treatment,0
424,4,0,control,4.87
126,4,0,control,5.12
391,4,0,control,2.21
358,4,0,control,9.84
325,4,0,control,7.14
822,4,0,treatment,0.52
557,4,0,treatment,11.31
524,4,0,treatment,9.65
988,4,0,treatment,8.45
955,4,0,treatment,1.56
690,4,0,treatment,4.49
425,4,0,control,0
127,4,0,control,5.3
392,4,0,control,6.02
359,4,0,control,0
326,4,0,control,4.86
823,4,0,treatment,0
558,4,0,treatment,4.7
525,4,0,treatment,6.1
989,4,0,treatment,7.91
956,4,0,treatment,11.81
691,4,0,treatment,5.57
426,4,0,control,3.05
128,4,0,control,1.47
393,4,0,control,0.43
360,4,0,control,5.46
327,4,0,control,0
824,4,0,treatment,3.68
559,4,0,treatment,0.93
526,4,0,treatment,7.99
990,4,0,treatment,8.63
957,4,0,treatment,3.42
692,4,0,treatment,0
427,4,0,control,10.19
129,4,0,control,1.99
394,4,0,control,2.4
361,4,0,control,1.46
328,4,0,control,2.31
825,4,0,treatment,3.72
560,4,0,treatment,0
527,4,0,treatment,0.25
991,4,0,treatment,1.7
958,4,0,treatment,4.16
693,4,0,treatment,0
428,4,0,control,4.54
130,4,0,control,2.9
395,4,0,control,0
362,4,0,control,0
329,4,0,control,15.01
826,4,0,treatment,4.88
561,4,0,treatment,3.79
528,4,0,treatment,8.84
992,4,0,treatment,3.03
959,4,0,treatment,5.76
694,4,0,treatment,0
429,4,0,control,0
131,4,0,control,0
396,4,0,control,5.95
363,4,0,control,0
330,4,0,control,3.44
827,4,0,treatment,4
562,4,0,treatment,4.87
529,4,0,treatment,5.11
993,4,0,treatment,1.14
960,4,0,treatment,0.95
695,4,0,treatment,4.46
430,4,0,control,1.62
132,4,0,control,4.69
397,4,0,control,3.46
364,4,0,control,2.27
331,4,0,control,4.79
828,4,0,treatment,0.97
563,4,0,treatment,1.27
530,4,0,treatment,3.15
994,4,0,treatment,3.32
961,4,0,treatment,0.76
696,4,0,treatment,0.47
431,4,0,control,9.76
133,4,0,control,0
398,4,0,control,0
365,4,0,control,0.9
332,4,0,control,0
829,4,0,treatment,6.29
564,4,0,treatment,11.38
531,4,0,treatment,0
233,4,0,control,0
200,4,0,control,0
465,4,0,control,8.49
432,4,0,control,7.06
134,4,0,control,2.98
204,4,0,control,11.07
469,4,0,control,0
333,4,0,control,3.15
830,4,0,treatment,0
565,4,0,treatment,0
532,4,0,treatment,0
234,4,0,control,7.91
201,4,0,control,0
466,4,0,control,0
433,4,0,control,9.37
135,4,0,control,1.07
205,4,0,control,0.51
470,4,0,control,0
334,4,0,control,0
831,4,0,treatment,2.22
566,4,0,treatment,0.15
533,4,0,treatment,2.8
235,4,0,control,0
202,4,0,control,0
467,4,0,control,0.55
434,4,0,control,0
136,4,0,control,0
206,4,0,control,0
471,4,0,control,9.52
335,4,0,control,0
832,4,0,treatment,0.91
567,4,0,treatment,2.28
534,4,0,treatment,4.66
236,4,0,control,3.44
203,4,0,control,0
468,4,0,control,0
435,4,0,control,0
137,4,0,control,0
207,4,0,control,1.41
472,4,0,control,3.38
336,4,0,control,4.03
833,4,0,treatment,1.8
568,4,0,treatment,0
535,4,0,treatment,3.58
237,4,0,control,5.73
837,4,0,treatment,2.35
572,4,0,treatment,0
436,4,0,control,9.64
138,4,0,control,3.48
208,4,0,control,7.14
473,4,0,control,0.66
337,4,0,control,0
834,4,0,treatment,4.12
569,4,0,treatment,4.74
536,4,0,treatment,5.45
238,4,0,control,4.57
838,4,0,treatment,4.92
573,4,0,treatment,0
437,4,0,control,4.34
139,4,0,control,0.13
209,4,0,control,0
474,4,0,control,5.2
868,4,0,treatment,2.47
835,4,0,treatment,5.46
570,4,0,treatment,5.91
272,4,0,control,3.61
239,4,0,control,0
839,4,0,treatment,0
574,4,0,treatment,0
438,4,0,control,5.73
140,4,0,control,18.4
210,4,0,control,2.01
475,4,0,control,2.91
869,4,0,treatment,9.45
836,4,0,treatment,0
571,4,0,treatment,0
273,4,0,control,0
240,4,0,control,0
840,4,0,treatment,0
575,4,0,treatment,0.57
439,4,0,control,5.8
141,4,0,control,0
211,4,0,control,0
476,4,0,control,2.25
870,4,0,treatment,0
145,4,0,control,2.75
215,4,0,control,1.53
274,4,0,control,3.91
241,4,0,control,0
841,4,0,treatment,4.06
576,4,0,treatment,1.7
440,4,0,control,0
142,4,0,control,0
212,4,0,control,1.63
477,4,0,control,3.53
871,4,0,treatment,0.88
146,4,0,control,0
216,4,0,control,5.61
275,4,0,control,0
242,4,0,control,5.41
842,4,0,treatment,0
577,4,0,treatment,0.45
441,4,0,control,0
143,4,0,control,1.95
213,4,0,control,5.53
478,4,0,control,0
872,4,0,treatment,0
147,4,0,control,5.8
217,4,0,control,6.1
276,4,0,control,0
243,4,0,control,0
843,4,0,treatment,0.53
578,4,0,treatment,5.14
442,4,0,control,1.42
144,4,0,control,5.51
214,4,0,control,1.46
479,4,0,control,1
873,4,0,treatment,8.2
148,4,0,control,7.72
218,4,0,control,0
277,4,0,control,4.48
244,4,0,control,0
844,4,0,treatment,0
579,4,0,treatment,0
443,4,0,control,1.09
248,4,0,control,3.23
848,4,0,treatment,1.77
480,4,0,control,3.24
874,4,0,treatment,4.62
149,4,0,control,10.75
219,4,0,control,0.46
278,4,0,control,0
245,4,0,control,2.64
845,4,0,treatment,10.2
580,4,0,treatment,0.83
444,4,0,control,5.98
249,4,0,control,0
849,4,0,treatment,2.94
481,4,0,control,7.28
875,4,0,treatment,0
150,4,0,control,0
220,4,0,control,3.48
279,4,0,control,7.65
246,4,0,control,8.2
846,4,0,treatment,0
581,4,0,treatment,4.63
445,4,0,control,11.7
250,4,0,control,5.07
850,4,0,treatment,0
482,4,0,control,3.26
876,4,0,treatment,6.82
151,4,0,control,0
221,4,0,control,0
280,4,0,control,11.75
247,4,0,control,5.46
847,4,0,treatment,4.95
582,4,0,treatment,5.71
446,4,0,control,1.14
251,4,0,control,0
851,4,0,treatment,0
483,4,0,control,2.06
877,4,0,treatment,0
152,4,0,control,0
222,4,0,control,9.06
281,4,0,control,3.13
881,4,0,treatment,0.99
156,4,0,control,0.9
583,4,0,treatment,16.52
447,4,0,control,8.05
252,4,0,control,3.63
852,4,0,treatment,14.31
484,4,0,control,7.69
878,4,0,treatment,0
153,4,0,control,2.47
223,4,0,control,0
282,4,0,control,3.13
882,4,0,treatment,0
157,4,0,control,0
584,4,0,treatment,0
448,4,0,control,6.4
253,4,0,control,2.54
853,4,0,treatment,4.19
485,4,0,control,0
879,4,0,treatment,4.49
154,4,0,control,7.62
224,4,0,control,0
283,4,0,control,0
883,4,0,treatment,3.73
158,4,0,control,0
585,4,0,treatment,4.83
449,4,0,control,4.7
254,4,0,control,0
854,4,0,treatment,13.69
486,4,0,control,9.87
880,4,0,treatment,0
155,4,0,control,0
225,4,0,control,0
284,4,0,control,3.27
884,4,0,treatment,4.49
159,4,0,control,1.45
586,4,0,treatment,2.09
450,4,0,control,13.18
255,4,0,control,0
855,4,0,treatment,11.18
487,4,0,control,0
454,4,0,control,5.13
259,4,0,control,4.6
226,4,0,control,5.61
285,4,0,control,0
885,4,0,treatment,0
160,4,0,control,3.94
587,4,0,treatment,6.32
451,4,0,control,0
256,4,0,control,6.82
856,4,0,treatment,10.54
488,4,0,control,7.03
455,4,0,control,9.29
260,4,0,control,0
227,4,0,control,0
286,4,0,control,5.86
886,4,0,treatment,14.03
161,4,0,control,7.34
588,4,0,treatment,1.98
452,4,0,control,0
257,4,0,control,0
857,4,0,treatment,0
489,4,0,control,0
456,4,0,control,0.79
261,4,0,control,0
228,4,0,control,7.38
287,4,0,control,0
887,4,0,treatment,0
162,4,0,control,0.47
589,4,0,treatment,0
453,4,0,control,3.58
258,4,0,control,0
858,4,0,treatment,0
490,4,0,control,5.51
457,4,0,control,0
262,4,0,control,5.2
229,4,0,control,0
288,4,0,control,3.52
888,4,0,treatment,10.83
163,4,0,control,0.14
590,4,0,treatment,0.13
292,4,0,control,6.89
892,4,0,treatment,5.46
859,4,0,treatment,7.1
491,4,0,control,8.13
458,4,0,control,1.75
263,4,0,control,2.94
230,4,0,control,0
289,4,0,control,0
889,4,0,treatment,6.05
164,4,0,control,0.27
591,4,0,treatment,7.91
293,4,0,control,1.46
893,4,0,treatment,11.96
860,4,0,treatment,5.87
492,4,0,control,0
459,4,0,control,4.38
264,4,0,control,0
231,4,0,control,1.1
290,4,0,control,3.57
890,4,0,treatment,0
165,4,0,control,7.81
592,4,0,treatment,3.11
294,4,0,control,5.52
894,4,0,treatment,0
861,4,0,treatment,0
493,4,0,control,5.19
460,4,0,control,9.41
265,4,0,control,0
232,4,0,control,9.14
291,4,0,control,0
891,4,0,treatment,0
166,4,0,control,0
593,4,0,treatment,4.16
295,4,0,control,2.79
895,4,0,treatment,1.65
862,4,0,treatment,0
494,4,0,control,4.96
461,4,0,control,0
266,4,0,control,3.21
866,4,0,treatment,1.2
498,4,0,control,0
303,4,0,control,8.08
167,4,0,control,0
594,4,0,treatment,1.75
296,4,0,control,9.05
496,4,0,control,1.38
863,4,0,treatment,4.6
495,4,0,control,0.71
462,4,0,control,0
267,4,0,control,0
867,4,0,treatment,1.23
499,4,0,control,3.36
304,4,0,control,0
168,4,0,control,0
595,4,0,treatment,2.07
297,4,0,control,0
497,4,0,control,0
864,4,0,treatment,10.2
269,4,0,control,1.23
463,4,0,control,0
268,4,0,control,4.22
176,4,0,control,0
500,4,0,control,3.78
198,4,0,control,1.01
169,4,0,control,9.52
596,4,0,treatment,3.85
298,4,0,control,0
185,4,0,control,4.51
865,4,0,treatment,5.42
270,4,0,control,2.24
464,4,0,control,0
502,4,0,treatment,0
177,4,0,control,3.48
501,4,0,treatment,3.82
199,4,0,control,0
170,4,0,control,2.43
597,4,0,treatment,8.3
299,4,0,control,6.39
186,4,0,control,11.54
174,4,0,control,11.88
271,4,0,control,5.8
196,4,0,control,7.52
503,4,0,treatment,3.93
178,4,0,control,0
172,4,0,control,0
183,4,0,control,5.22
171,4,0,control,0
182,4,0,control,0.62
300,4,0,control,5.96
187,4,0,control,2.81
175,4,0,control,8.8
192,4,0,control,0
197,4,0,control,0
191,4,0,control,0
179,4,0,control,0
173,4,0,control,1.35
184,4,0,control,0
302,4,0,control,0
189,4,0,control,2.1
301,4,0,control,0
188,4,0,control,0
180,4,0,control,3.3
193,4,0,control,0
181,4,0,control,12.04
190,4,0,control,1.99
195,4,0,control,6.29
194,4,0,control,8.95
108,5,0,control,0
107,5,0,control,3.69
106,5,0,control,2.48
105,5,0,control,2.23
151,5,0,control,0
122,5,0,control,1.57
121,5,0,control,0
104,5,0,control,3.18
109,5,0,control,5.12
103,5,0,control,4.63
114,5,0,control,4.63
152,5,0,control,0
119,5,0,control,2.46
134,5,0,control,2.75
101,5,0,control,0
150,5,0,control,0
123,5,0,control,4.4
149,5,0,control,11.8
399,5,0,control,8.49
110,5,0,control,1.71
127,5,0,control,5.87
115,5,0,control,0
153,5,0,control,1.84
120,5,0,control,7.19
135,5,0,control,2.23
102,5,0,control,0
113,5,0,control,0
124,5,0,control,7.41
112,5,0,control,0
400,5,0,control,0
111,5,0,control,1.81
128,5,0,control,1.2
116,5,0,control,2.92
154,5,0,control,9.04
165,5,0,control,6.65
136,5,0,control,0
147,5,0,control,5.57
158,5,0,control,0
125,5,0,control,0.97
140,5,0,control,17.87
401,5,0,control,5.71
118,5,0,control,0
129,5,0,control,0.95
117,5,0,control,2.59
155,5,0,control,0
166,5,0,control,0
137,5,0,control,0
148,5,0,control,6.42
159,5,0,control,0.53
126,5,0,control,3.73
141,5,0,control,0
402,5,0,control,3.4
163,5,0,control,0
130,5,0,control,2.3
145,5,0,control,1.22
156,5,0,control,0.75
167,5,0,control,0
138,5,0,control,2.92
204,5,0,control,10.98
160,5,0,control,5.03
68,5,0,control,0
142,5,0,control,0
403,5,0,control,0
164,5,0,control,2.24
131,5,0,control,0
146,5,0,control,0
157,5,0,control,0
168,5,0,control,0
139,5,0,control,1.7
205,5,0,control,0
161,5,0,control,6.18
69,5,0,control,0
143,5,0,control,0
404,5,0,control,0
268,5,0,control,3.52
132,5,0,control,3.73
202,5,0,control,0
7,5,0,control,0
169,5,0,control,9.6
699,5,0,treatment,3.58
206,5,0,control,0
162,5,0,control,0
70,5,0,control,7.31
144,5,0,control,5.85
405,5,0,control,9.81
269,5,0,control,4.13
133,5,0,control,0
203,5,0,control,0
8,5,0,control,0
170,5,0,control,2.2
700,5,0,treatment,0
207,5,0,control,0
266,5,0,control,4.25
71,5,0,control,3.43
200,5,0,control,0
406,5,0,control,0.02
270,5,0,control,1.07
697,5,0,treatment,0
42,5,0,control,9.5
9,5,0,control,0
171,5,0,control,0
701,5,0,treatment,5.64
208,5,0,control,5.95
267,5,0,control,0
72,5,0,control,7.17
201,5,0,control,0
407,5,0,control,0
271,5,0,control,4.91
698,5,0,treatment,8.77
43,5,0,control,9.75
10,5,0,control,4.86
172,5,0,control,0
702,5,0,treatment,0
209,5,0,control,0
901,5,0,treatment,1.79
73,5,0,control,7.8
40,5,0,control,6.73
408,5,0,control,0
272,5,0,control,2.7
239,5,0,control,0
44,5,0,control,6.02
11,5,0,control,0
173,5,0,control,1.34
703,5,0,treatment,0
210,5,0,control,2.95
902,5,0,treatment,5.64
74,5,0,control,0
41,5,0,control,1.51
409,5,0,control,1.19
273,5,0,control,0
240,5,0,control,0
45,5,0,control,5.86
12,5,0,control,0
174,5,0,control,10.06
704,5,0,treatment,4.83
211,5,0,control,0
903,5,0,treatment,8.09
75,5,0,control,0
708,5,0,treatment,1.41
410,5,0,control,0
274,5,0,control,3.88
241,5,0,control,0
46,5,0,control,2.95
13,5,0,control,1.21
175,5,0,control,8.37
705,5,0,treatment,3.27
212,5,0,control,2.02
904,5,0,treatment,0.35
76,5,0,control,1.18
709,5,0,treatment,5.38
411,5,0,control,10.37
275,5,0,control,0
242,5,0,control,2.14
47,5,0,control,0
14,5,0,control,0
176,5,0,control,0
706,5,0,treatment,11.66
213,5,0,control,5.24
905,5,0,treatment,11.22
77,5,0,control,9.66
710,5,0,treatment,9.97
412,5,0,control,3.3
276,5,0,control,0
243,5,0,control,0.68
48,5,0,control,2.56
15,5,0,control,5.43
177,5,0,control,2.86
707,5,0,treatment,0
214,5,0,control,0.93
906,5,0,treatment,1.47
78,5,0,control,4.03
711,5,0,treatment,0
413,5,0,control,0
277,5,0,control,4.13
244,5,0,control,0
49,5,0,control,4.04
16,5,0,control,0
178,5,0,control,0
248,5,0,control,3.83
215,5,0,control,0
907,5,0,treatment,3.95
79,5,0,control,3.84
712,5,0,treatment,0
414,5,0,control,0.79
278,5,0,control,0
245,5,0,control,2.4
50,5,0,control,5.2
17,5,0,control,2.15
179,5,0,control,0
249,5,0,control,0
216,5,0,control,6.08
908,5,0,treatment,1.08
80,5,0,control,0
713,5,0,treatment,14.31
415,5,0,control,0
279,5,0,control,7.58
246,5,0,control,7.21
51,5,0,control,0
18,5,0,control,0
180,5,0,control,4.1
250,5,0,control,6.58
217,5,0,control,7.07
909,5,0,treatment,2.86
81,5,0,control,8.81
714,5,0,treatment,0
416,5,0,control,0
280,5,0,control,11.85
247,5,0,control,5.81
52,5,0,control,0
19,5,0,control,3.08
181,5,0,control,11.22
251,5,0,control,0
218,5,0,control,0
910,5,0,treatment,0
82,5,0,control,1.89
715,5,0,treatment,0
417,5,0,control,0
281,5,0,control,3.99
86,5,0,control,1.38
53,5,0,control,7.13
20,5,0,control,0
182,5,0,control,0.12
252,5,0,control,1.85
219,5,0,control,1.24
911,5,0,treatment,0
83,5,0,control,0
716,5,0,treatment,0
418,5,0,control,0
282,5,0,control,2.75
87,5,0,control,2.99
54,5,0,control,0.7
21,5,0,control,0
183,5,0,control,5.28
253,5,0,control,0.3
220,5,0,control,0.28
912,5,0,treatment,0
84,5,0,control,2.38
717,5,0,treatment,2.61
419,5,0,control,0
283,5,0,control,0
88,5,0,control,0
55,5,0,control,0
22,5,0,control,4.37
184,5,0,control,0
254,5,0,control,0
221,5,0,control,0
913,5,0,treatment,1.74
85,5,0,control,0
718,5,0,treatment,0
420,5,0,control,0
284,5,0,control,6.09
89,5,0,control,0
56,5,0,control,3.84
23,5,0,control,0
185,5,0,control,2.52
255,5,0,control,0
222,5,0,control,6.16
914,5,0,treatment,0
189,5,0,control,2.72
719,5,0,treatment,6.08
421,5,0,control,2.47
285,5,0,control,1
90,5,0,control,8.01
57,5,0,control,8.22
24,5,0,control,3.79
186,5,0,control,8.38
256,5,0,control,5.31
223,5,0,control,0
915,5,0,treatment,3.86
190,5,0,control,1.08
720,5,0,treatment,5.51
422,5,0,control,0
286,5,0,control,4.37
91,5,0,control,0
58,5,0,control,0
25,5,0,control,0
187,5,0,control,1.59
257,5,0,control,0
224,5,0,control,0
916,5,0,treatment,3.69
191,5,0,control,0
721,5,0,treatment,9.83
423,5,0,control,0
287,5,0,control,0
92,5,0,control,6.8
59,5,0,control,7.59
26,5,0,control,0.84
188,5,0,control,0
258,5,0,control,0
225,5,0,control,0
917,5,0,treatment,6.93
192,5,0,control,0
722,5,0,treatment,6.24
424,5,0,control,3.45
288,5,0,control,0.95
93,5,0,control,0
60,5,0,control,8.31
27,5,0,control,0
292,5,0,control,6.14
259,5,0,control,1.88
226,5,0,control,2.87
918,5,0,treatment,6.45
193,5,0,control,0
723,5,0,treatment,2.87
425,5,0,control,0
289,5,0,control,1.76
94,5,0,control,0
61,5,0,control,0
28,5,0,control,0.39
293,5,0,control,2.57
260,5,0,control,0
227,5,0,control,0
919,5,0,treatment,4.69
194,5,0,control,9.33
724,5,0,treatment,2.9
426,5,0,control,0
290,5,0,control,3.1
95,5,0,control,0
62,5,0,control,5.61
29,5,0,control,4.51
294,5,0,control,6.6
261,5,0,control,0
228,5,0,control,7.29
920,5,0,treatment,9.07
195,5,0,control,6.06
725,5,0,treatment,2.17
427,5,0,control,7.57
291,5,0,control,0
96,5,0,control,4.28
63,5,0,control,0.44
30,5,0,control,0.93
295,5,0,control,4.1
262,5,0,control,3.95
229,5,0,control,0
921,5,0,treatment,0
196,5,0,control,5.28
726,5,0,treatment,0
428,5,0,control,3.02
925,5,0,treatment,1.11
97,5,0,control,1.86
64,5,0,control,12.68
31,5,0,control,0
296,5,0,control,9.71
263,5,0,control,2.76
230,5,0,control,0.96
922,5,0,treatment,3.59
197,5,0,control,0
727,5,0,treatment,9.04
429,5,0,control,0
926,5,0,treatment,2.63
98,5,0,control,0
65,5,0,control,2.41
32,5,0,control,0
297,5,0,control,0
264,5,0,control,0
231,5,0,control,1.55
923,5,0,treatment,0
198,5,0,control,2.57
728,5,0,treatment,0.51
430,5,0,control,1.04
927,5,0,treatment,8.76
99,5,0,control,2.45
66,5,0,control,0
33,5,0,control,4.42
298,5,0,control,0
265,5,0,control,0
232,5,0,control,7.63
924,5,0,treatment,5.24
199,5,0,control,0
729,5,0,treatment,0
431,5,0,control,6.83
928,5,0,treatment,2.35
100,5,0,control,8.78
67,5,0,control,0
34,5,0,control,4.06
299,5,0,control,5.2
1,5,0,control,4.28
233,5,0,control,0
498,5,0,control,0
995,5,0,treatment,0
730,5,0,treatment,9.26
432,5,0,control,7.2
929,5,0,treatment,0
896,5,0,treatment,1.15
631,5,0,treatment,9.19
35,5,0,control,0
300,5,0,control,8.1
2,5,0,control,0
234,5,0,control,7.18
499,5,0,control,1.62
996,5,0,treatment,0
731,5,0,treatment,0.03
433,5,0,control,8.06
930,5,0,treatment,5.22
897,5,0,treatment,2.25
632,5,0,treatment,3.7
36,5,0,control,0
301,5,0,control,0
3,5,0,control,0.52
235,5,0,control,0
500,5,0,control,2.8
997,5,0,treatment,0
732,5,0,treatment,3.7
434,5,0,control,0
931,5,0,treatment,7.32
898,5,0,treatment,3.75
633,5,0,treatment,0
37,5,0,control,0
302,5,0,control,0
4,5,0,control,1.48
236,5,0,control,1.15
501,5,0,treatment,3.7
998,5,0,treatment,0
733,5,0,treatment,3.68
435,5,0,control,0
932,5,0,treatment,3.46
899,5,0,treatment,3.45
634,5,0,treatment,0
38,5,0,control,0
303,5,0,control,5.78
5,5,0,control,0.03
237,5,0,control,4.41
502,5,0,treatment,0
999,5,0,treatment,0
734,5,0,treatment,9.91
436,5,0,control,8
933,5,0,treatment,1.91
900,5,0,treatment,2.95
635,5,0,treatment,0
39,5,0,control,0
304,5,0,control,0
6,5,0,control,0
238,5,0,control,4.62
503,5,0,treatment,5.5
1000,5,0,treatment,8.89
735,5,0,treatment,0.1
437,5,0,control,0.93
934,5,0,treatment,3.97
669,5,0,treatment,9.2
636,5,0,treatment,0
603,5,0,treatment,0
305,5,0,control,2.8
835,5,0,treatment,4.97
802,5,0,treatment,0
504,5,0,treatment,0.98
769,5,0,treatment,0
736,5,0,treatment,2.74
438,5,0,control,2.76
935,5,0,treatment,3.36
670,5,0,treatment,6.71
637,5,0,treatment,0.57
604,5,0,treatment,0.88
306,5,0,control,0
836,5,0,treatment,0
803,5,0,treatment,0.71
505,5,0,treatment,0
770,5,0,treatment,3.83
737,5,0,treatment,3.72
439,5,0,control,4.75
936,5,0,treatment,4.27
671,5,0,treatment,1.22
638,5,0,treatment,2.4
605,5,0,treatment,10.2
307,5,0,control,4.52
837,5,0,treatment,0.37
804,5,0,treatment,3.11
506,5,0,treatment,0
771,5,0,treatment,9.15
738,5,0,treatment,0
440,5,0,control,0
937,5,0,treatment,1.43
672,5,0,treatment,3.06
639,5,0,treatment,4.59
606,5,0,treatment,0
308,5,0,control,2.33
838,5,0,treatment,5.48
805,5,0,treatment,0
507,5,0,treatment,0
772,5,0,treatment,5.55
739,5,0,treatment,0
441,5,0,control,0.83
938,5,0,treatment,0
673,5,0,treatment,0
640,5,0,treatment,2.53
607,5,0,treatment,0
